smiles,hepg2_pIC50,hct116_pIC50,n_tasks_observed
C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)CCCCCCCCCCOc1ccccc1)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1,8.7,,1
C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)CCCCCCCCCCc1ccccc1)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1,8.1,,1
C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)CC[C@@H](C)C[C@@H](C)CC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1,8.12,,1
C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)NCCCCCCCCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1,8.44,,1
C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)NCCCCCCCCCCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1,8.06,,1
C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)NCCCCCCCCCCCOc1ccccc1)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1,8.89,,1
C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)OCCCCCCCCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1,8.62,,1
C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)OCCCCCCCCCCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1,8.72,,1
C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OC(=O)OCCCCCCCCCCCOc1ccccc1)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1,8.62,,1
C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OCCCCCCCCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1,8.66,,1
C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OCCCCCCCCCCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1,8.8,,1
C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OCCCCCCCCCCCCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1,8.82,,1
C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OCCCCCCCCCCCCCCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1,7.85,,1
C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)O)(O1)[C@H](OCCCCCCCCCCCOc1ccccc1)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1,8.89,,1
C=C(CO)[C@@H]1CC[C@]2(C(=O)N3CCCCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,4.95,,1
C=C(CO)[C@@H]1CC[C@]2(C(=O)N3CCC[C@H]3C(=O)OC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,5.0,,1
C=C(CO)[C@@H]1CC[C@]2(C(=O)N3CCOCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,4.68,,1
C=C(CO)[C@@H]1CC[C@]2(C(=O)OC(C)(C)C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,4.64,,1
C=C(CO)[C@@H]1CC[C@]2(C(=O)OC(C)(C)C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,4.8,,1
C=C(CO)[C@@H]1CC[C@]2(C(=O)OC(C)C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,4.68,,1
C=C(CO)[C@@H]1CC[C@]2(C(=O)OC(C)C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,4.97,,1
C=C(CO)[C@@H]1CC[C@]2(C(=O)OCC3CCCO3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,4.09,,1
C=C(CO)[C@@H]1CC[C@]2(C(=O)OCC3CCCO3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,4.73,,1
C=C(CO)[C@@H]1CC[C@]2(C(=O)OCCC(C)C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,4.46,,1
C=C(CO)[C@@H]1CC[C@]2(C(=O)OCCC(C)C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]5CC[C@]43C)[C@@H]12,4.97,,1
C=C(c1cc(Cl)cc(Cl)c1OCc1ccccc1)C1COC(C)(C)OO1,4.4,,1
C=C(c1cc(Cl)cc(Cl)c1OCc1ccccc1)C1COC2(CCCC2)OO1,4.86,,1
C=C(c1cc(OC)c(OC)c(OC)c1)c1cc(OC)c(OC)c([Se]C)c1,5.87,,1
C=C(c1cc(OC)c(OC)c([Se]C)c1)c1ccc(OC)c(OC)c1OC,5.2,,1
C=C(c1ccc(Cl)c(Cl)c1)C1COC2(CCCC2)OO1,4.2,,1
C=C(c1ccc(Cl)c(Cl)c1)C1COC2(CCCCC2)OO1,4.08,,1
C=C(c1ccc(Cl)c(Cl)c1)C1COC2(OO1)C1CC3CC(C1)CC2C3,4.46,,1
C=C(c1ccc(Cl)c(Cl)c1Cl)C1COC(C)(C)OO1,4.56,,1
C=C(c1ccc(Cl)c(Cl)c1Cl)C1COC2(CCCC2)OO1,5.07,,1
C=C(c1ccc(Cl)c(Cl)c1Cl)C1COC2(CCCCC2)OO1,5.04,,1
C=C(c1ccc(Cl)c(Cl)c1Cl)C1COC2(OO1)C1CC3CC(C1)CC2C3,4.46,,1
C=C(c1ccc(Cl)cc1Cl)C1COC(C)(C)OO1,4.04,,1
C=C(c1ccc(Cl)cc1Cl)C1COC2(CCCC2)OO1,4.8,,1
C=C(c1ccc(Cl)cc1Cl)C1COC2(CCCCC2)OO1,4.75,,1
C=C(c1ccc(Cl)cc1Cl)C1COC2(OO1)C1CC3CC(C1)CC2C3,4.76,,1
C=C(c1ccc(F)c(F)c1)C1COC2(CCCC2)OO1,4.41,,1
C=C(c1ccc(F)c(F)c1)C1COC2(CCCCC2)OO1,4.54,,1
C=C(c1ccc(F)c(F)c1)C1COC2(OO1)C1CC3CC(C1)CC2C3,4.58,,1
C=C(c1ccc(F)cc1F)C1COC2(CCCC2)OO1,4.81,,1
C=C(c1ccc(F)cc1F)C1COC2(CCCCC2)OO1,4.44,,1
C=C(c1ccc(F)cc1F)C1COC2(OO1)C1CC3CC(C1)CC2C3,4.18,,1
C=C(c1ccc(OC)c(Br)c1)c1cc(OC)c(OC)c([Se]C)c1,6.16,,1
C=C(c1ccc(OC)c(C)c1)c1cc(OC)c(OC)c([Se]C)c1,6.22,,1
C=C(c1ccc(OC)c(Cl)c1)c1cc(OC)c(OC)c([Se]C)c1,6.53,,1
C=C(c1ccc(OC)c(F)c1)C1COC2(CCCC2)OO1,4.53,,1
C=C(c1ccc(OC)c(F)c1)C1COC2(CCCCC2)OO1,4.88,,1
C=C(c1ccc(OC)c(F)c1)C1COC2(OO1)C1CC3CC(C1)CC2C3,4.49,,1
C=C(c1ccc(OC)c(F)c1)c1cc(OC)c(OC)c([Se]C)c1,7.06,,1
C=C(c1ccc(OC)c(O)c1)c1cc(OC)c(OC)c(OC)c1,7.74,8.7,2
C=C(c1ccc(OC)c(O)c1)c1cc(OC)c(OC)c([Se]C)c1,8.52,,1
C=C(c1ccc(OC)c(OC)c1)c1cc(OC)c(OC)c([Se]C)c1,6.33,,1
C=C(c1ccc(OC)cc1)c1cc(OC)c(OC)c([Se]C)c1,6.9,,1
C=C(c1ccc([Se]C)cc1)c1cc(OC)c(OC)c(OC)c1,6.41,,1
C=C1C(=O)O[C@@]2(C)CC[C@@H]3[C@]1(CC[C@H]1[C@@]3(C)CCC[C@@]1(C)C(=O)O)C2,4.33,,1
C=C1C(=O)O[C@@]2(C)CC[C@@H]3[C@]1(CC[C@H]1[C@@]3(C)CCC[C@@]1(C)C(=O)OC)C2,4.45,,1
C=C1C(=O)O[C@@]2(C)CC[C@@H]3[C@]1(CC[C@H]1[C@@]3(C)CCC[C@@]1(C)C(=O)OCCC)C2,4.91,,1
C=C1C(=O)O[C@@]2(C)CC[C@@H]3[C@]1(CC[C@H]1[C@@]3(C)CCC[C@@]1(C)C(=O)OCc1ccccc1)C2,4.54,,1
C=C1C(=O)O[C@@]23CC[C@@H]4[C@](C)(CO)CCC[C@@]4(C)[C@@H]2CC[C@@]1(O)C3,7.05,,1
C=C1C(=O)O[C@@]23CC[C@@H]4[C@](C)(COC(C)=O)CCC[C@@]4(C)[C@@H]2CC[C@@]1(O)C3,6.92,,1
C=C1C(=O)O[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@@]1(O)C3,5.25,,1
C=C1C(=O)O[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)OC)[C@@H]2CC[C@@]1(O)C3,6.8,,1
C=C1C(=O)O[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)OCCC)[C@@H]2CC[C@@]1(O)C3,4.17,,1
C=C1C(=O)O[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)OCOC)[C@@H]2CC[C@@]1(O)C3,6.42,,1
C=C1C(=O)O[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)OCc4ccccc4)[C@@H]2CC[C@@]1(O)C3,4.11,,1
C=C1C(=O)O[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)OCc4ccccc4)[C@@H]2CC[C@@]1(OC(C)=O)C3,4.6,,1
C=C1C(=O)O[C@H]2[C@H]1CC/C(C(=O)OCCOCCOC(=O)/C1=C/CC[C@@]3(C)O[C@H]3[C@H]3OC(=O)C(=C)[C@@H]3CC1)=C\CC[C@@]1(C)O[C@@H]21,4.99,,1
C=C1C(O)[C@@H]2/C=C/C[C@H](C)C(=O)[C@](C)(O)/C=C/OC(=O)O[C@]23C(=O)N[C@@H](Cc2ccc(OC)cc2)[C@@H]3[C@@H]1C,6.33,,1
C=C1C[C@H]2O[C@H]([C@@H]3[C@@H](C(C)C)[C@H](O)C[C@@](C)(OC(C)=O)[C@@H]32)[C@](C)(OC(=O)CCC)CCC1=O,5.19,,1
C=CC(=O)N1CCN(c2ccc(NC(=O)Nc3ccc(-c4cc(C(=O)NC(C)C)c5ncccc5n4)cc3)cc2C(F)(F)F)CC1,6.06,,1
C=CC(=O)Nc1cc(/C=C/C(=O)c2ccc(OC)c3c2OC(C)(C)C=C3)ccc1OC,6.08,,1
C=CC/C=C/Cc1csc(C(C)(C)[C@H](O)C/C=C\C(=C)CCNC(=O)OC)n1,9.57,,1
C=CC1=C(C)/C2=C/C3=N/C(=C(/CC(=O)O)c4[nH]c(c(C)c4C(=O)O)/C=C4\N=C(CC1N2)C(C)=C4CC)[C@@H](CCC(=O)O)[C@@H]3C,5.28,,1
C=CC1CN2CCC1CC2[C@@H](NC(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,6.16,,1
C=CC1CN2CCC1CC2[C@@H](NC(=O)Nc1ccc(C(F)(F)F)cc1)c1ccnc2ccc(OC)cc12,5.97,,1
C=CC1CN2CCC1CC2[C@@H](NC(=O)Nc1ccc(F)cc1)c1ccnc2ccc(OC)cc12,5.23,,1
C=CC1CN2CCC1CC2[C@@H](NC(=O)Nc1ccccc1)c1ccnc2ccc(OC)cc12,5.06,,1
C=CC1CN2CCC1CC2[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,6.11,,1
C=CC1CN2CCC1CC2[C@H](NC(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccnc2ccc(OC)cc12,6.16,,1
C=CC1CN2CCC1C[C@H]2[C@@H](NC(=O)Nc1cc(C)cc(C)c1)c1ccnc2ccc(OC)cc12,5.29,,1
C=CC1CN2CCC1C[C@H]2[C@@H](NC(=O)Nc1cc(OC)cc(OC)c1)c1ccnc2ccc(OC)cc12,5.29,,1
C=CC1CN2CCC1C[C@H]2[C@@H](NC(=O)Nc1ccc(OC)cc1)c1ccnc2ccc(OC)cc12,5.02,,1
C=CCN(CC=C)C(=O)[C@]12CC[C@@H](C(=C)C)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](O)[C@@](C)(CO)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,4.22,,1
C=CCN(CC=C)C(=O)[C@]12CC[C@@H](C(=C)C)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(C)=O)[C@@](C)(COC(C)=O)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,5.08,,1
C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,7.04,,1
C=CCOC(=O)[C@]1(C)CCC[C@@]2(C)[C@@H]3CC[C@@]4(O)C[C@@]3(CC[C@@H]21)OC(=O)C4=C,4.17,,1
C=CCOc1cc2ccccc2cc1C1NC(=O)c2ccccc2N1,6.24,,1
C=CCOc1ccc(C2NC(=O)c3ccccc3N2)cc1,4.86,,1
C=CCOc1ccc2c(=O)c(-c3cc(OC)c(OC)cc3OC)coc2c1,5.46,,1
C=CCOc1ccc2c(Cl)ccnc2c1,5.56,,1
C=CCOc1ccc2c(NCCCN(C)C)ccnc2c1,5.4,,1
C=CCOc1ccc2c(NCCN(C)C)ccnc2c1,5.78,,1
C=CCOc1cccc(C2NC(=O)c3ccccc3N2)c1,5.16,,1
C=CCOc1ccccc1C1NC(=O)c2ccccc2N1,6.87,,1
C=CCc1ccc(O)c(-c2cc(CC=C)ccc2O)c1,4.5,,1
C=CCc1ccc(O)c(-c2ccc(O)c(CC=C)c2)c1,4.78,,1
C=CCc1ccc(Oc2cc(CC=C)ccc2O)cc1,4.29,,1
C=CCc1cccc(-c2cccc(CC=C)c2O)c1O,4.38,,1
C=Cc1c(C)c2cc3nc(c(CC(=O)NCCNC(=O)CCC(=O)O[C@@H]4O[C@@H]5O[C@@]6(C)CC[C@H]7[C@H](C)CC[C@@H]([C@H]4C)[C@@]57OO6)c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)NCCNC(=O)CCC(=O)O[C@@H]1O[C@@H]2O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]1C)[C@@]25OO4)[C@@H](CCC(=O)NCCNC(=O)CCC(=O)O[C@@H]1O[C@@H]2O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]1C)[C@@]25OO4)[C@@H]3C,6.1,,1
C=Cc1c(C)c2cc3nc(c(CC(=O)NCCNC(=O)CCC(=O)O[C@@H]4O[C@@H]5O[C@@]6(C)CC[C@H]7[C@H](C)CC[C@@H]([C@H]4C)[C@@]57OO6)c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)O)[C@@H](CCC(=O)O)[C@@H]3C,5.62,,1
C=Cc1c(C)c2cc3nc(c(CC(=O)O)c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)NCCNC(=O)CCC(=O)O[C@@H]1O[C@@H]2O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]1C)[C@@]25OO4)[C@@H](CCC(=O)O)[C@@H]3C,5.75,,1
C=Cc1c(C)c2cc3nc(c(CC(=O)O)c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)O)[C@@H](CCC(=O)NCCNC(=O)CCC(=O)O[C@@H]1O[C@@H]2O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]1C)[C@@]25OO4)[C@@H]3C,5.82,,1
C=Cc1c(C)c2cc3nc(c(CC(=O)O)c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)O)[C@@H](CCC(=O)O)[C@@H]3C,6.22,,1
C=Cc1ncc(-c2ccc(S(=O)(=O)N3CCc4ccccc43)cc2)o1,4.59,,1
CC(=O)N1CCN(c2c(/C=N/Nc3nc4ccccc4nc3O)c(C)nn2-c2ccccc2)CC1,4.96,,1
CC(=O)NC[C@H]1c2[nH]c3ccccc3c2C[C@H]2[C@H]3c4[nH]c5ccccc5c4C[C@@H]([C@H](C#N)N12)N3C,6.38,,1
CC(=O)NNC(=O)c1csc2nc(CN3CCOCC3)c(-c3ccc(Br)cc3)n12,4.85,,1
CC(=O)NNC(=O)c1csc2nc(CN3CCOCC3)c(-c3ccc(C)cc3)n12,4.37,,1
CC(=O)NNC(=O)c1csc2ncc(-c3ccc(Br)cc3)n12,5.46,,1
CC(=O)NNC(=O)c1csc2ncc(-c3ccc(C)cc3)n12,4.2,,1
CC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CSC(c1ccccc1)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)NN,4.84,,1
CC(=O)N[C@@H](CO)C(=O)/C=C/c1ccc(-c2ccccc2)cc1,4.39,,1
CC(=O)N[C@@H]1C[C@H]2[C@@H]3CC[C@H]([C@H](C)CCCC(C)C)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@H](O)C[C@]12O,4.94,,1
CC(=O)N[C@H]1CC[C@H](OCC#Cc2c(-c3ccccc3)oc3ccccc23)O[C@H]1C,4.74,,1
CC(=O)Nc1ccc(/N=C2\c3ccccc3CN2c2ccc(NC(C)=O)cc2)cc1,4.15,,1
CC(=O)Nc1ccc(/N=C2\c3ccccc3CN2c2ccc(NC(C)=O)nc2)cn1,4.52,,1
CC(=O)Nn1c(S)nnc1-c1ccncc1,7.28,,1
CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@]4(C)[C@H]5CC[C@]67OC[C@@]8(CCC(C)(C)C[C@H]86)[C@H](O)C[C@@]7(C)[C@]5(C)CC[C@H]4C3(C)C)OC[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,5.2,,1
CC(=O)O[C@@H]1C[C@H]2[C@@H]3CC[C@H]([C@H](C)CCCC(C)C)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@H](O)C[C@]12O,4.92,,1
CC(=O)O[C@@H]1[C@H]2[C@@H]3CC[C@H]([C@H](C)CCCC(C)C)[C@@]3(C)CC[C@@H]2[C@@]2(C)CC[C@H](O)C[C@]2(O)[C@@H]1OC(C)=O,4.93,,1
CC(=O)O[C@H](/C=C(\C)CC[C@@H](O)[C@]1(C)CCC(=O)O1)C/C(C)=C/CCc1ccoc1,5.66,,1
CC(=O)O[C@H](/C=C(\C)CC[C@@H](OC(C)=O)[C@]1(C)CCC(=O)O1)C/C(C)=C/CCc1ccoc1,5.77,,1
CC(=O)O[C@H](CC/C(C)=C/[C@@H](O)C/C(C)=C/CCc1ccoc1)[C@]1(C)CCC(=O)O1,6.3,,1
CC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,5.19,,1
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,6.688,8.111818181818181,2
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)N(CCO)CCO)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,4.69,,1
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)N5CCC(CCO)CC5)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,4.23,,1
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)N5CCN(CCO)CC5)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,4.69,,1
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)N5CCN(CCOCCO)CC5)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,4.82,,1
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)NCCN)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,4.91,,1
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)NCCNC(=O)CN)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,4.81,,1
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)NCCO)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,4.33,,1
CC(=O)O[C@H]1[C@@H](n2ccnn2)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N(C)Cc5ccccc5)CC[C@]4(C)[C@H]3CC[C@@]21C,5.07,,1
CC(=O)O[C@H]1[C@@H](n2ccnn2)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N(C)c5ccccc5)CC[C@]4(C)[C@H]3CC[C@@]21C,5.03,,1
CC(=O)O[C@H]1[C@@H](n2cnc3ccccc32)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N(C)Cc5ccccc5)CC[C@]4(C)[C@H]3CC[C@@]21C,5.29,,1
CC(=O)O[C@H]1[C@@H](n2cnc3ccccc32)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N5CCCCC5)CC[C@]4(C)[C@H]3CC[C@@]21C,4.53,,1
CC(=O)O[C@H]1[C@@H](n2cnc3ccccc32)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N5CCN(C)CC5)CC[C@]4(C)[C@H]3CC[C@@]21C,4.93,,1
CC(=O)O[C@H]1[C@@H](n2cncn2)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N(C)Cc5ccccc5)CC[C@]4(C)[C@H]3CC[C@@]21C,4.98,,1
CC(=O)O[C@H]1[C@@H](n2cncn2)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N(C)c5ccccc5)CC[C@]4(C)[C@H]3CC[C@@]21C,4.66,,1
CC(=O)O[C@H]1[C@@H](n2cncn2)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N5CCN(C)CC5)CC[C@]4(C)[C@H]3CC[C@@]21C,4.63,,1
CC(=O)O[C@H]1[C@@H](n2cncn2)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N5CCOCC5)CC[C@]4(C)[C@H]3CC[C@@]21C,4.71,,1
CC(=O)O[C@H]1[C@@H](n2nnc3ccccc32)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N(C)Cc5ccccc5)CC[C@]4(C)[C@H]3CC[C@@]21C,5.26,,1
CC(=O)O[C@H]1[C@@H](n2nnc3ccccc32)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N(C)c5ccccc5)CC[C@]4(C)[C@H]3CC[C@@]21C,5.2,,1
CC(=O)O[C@H]1[C@@H](n2nnc3ccccc32)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N5CCN(C)CC5)CC[C@]4(C)[C@H]3CC[C@@]21C,4.5,,1
CC(=O)O[C@H]1[C@H](OC(C)=O)[C@]23CO[C@@]4(CC[C@@H]5[C@@]6(C)CC[C@H](O[C@@H]7OC[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)C(C)(C)[C@@H]6CC[C@@]5(C)[C@]4(C)C[C@H]2O)[C@@H]3CC1(C)C,5.9,,1
CC(=O)c1cc2c(o1)C(=O)c1ccccc1C2=O,5.18,,1
CC(=O)c1ccc(NC2=C(Cl)C(=O)c3ccccc3C2=O)cc1,5.01,,1
CC(=O)c1cccc(NC2=C(Cl)C(=O)c3ccccc3C2=O)c1,5.32,,1
CC(C(=O)NN)n1c(=O)n2c(NN)nnc2c2ccccc21,5.17,,1
CC(C)(C)C(=O)OCOC(=O)CC(O)CP(=O)(CCc1c(Cl)cc(Cl)cc1OCc1ccccc1)OCOC(=O)C(C)(C)C,7.0,,1
CC(C)(C)OC(=O)/C=C/c1ccc(O)c(O)c1,4.16,,1
CC(C)(C)OC(=O)O[C@H]1C[C@H](n2cc(F)c(=O)[nH]c2=O)O[C@@H]1Cn1cc(CNc2ccn([C@@H]3O[C@H](CO)[C@@H](O)C3(F)F)c(=O)n2)nn1,5.24,,1
CC(C)(C)c1ccc(CC2CCCc3c2nn(-c2ccc(F)cc2)c3/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])cc1.[Na+],7.06,,1
CC(C)(C)c1ccc(NC(=O)Nc2cccc(CNc3nccnc3Cl)c2)cc1,5.12,,1
CC(C)(COC(=O)/C=C/c1ccc(O)c(O)c1)[N+](=O)[O-],4.42,,1
CC(C)(COC(=O)c1cc(O)c2ccccc2c1O)CC1=C(O)C(=O)c2ccccc2C1=O,4.89,,1
CC(C)(COC(=O)c1cc(O)ccc1O)CC1=C(O)C(=O)c2ccccc2C1=O,4.32,,1
